ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
99932164,THE FENNEL AT SENTUL EAST,2017,RM 2 800 per month,Kuala Lumpur - Sentul,Condominium,3,,3,1200 sq.ft.,Fully Furnished,,,Kuala Lumpur
99932155,Bam Villa,1996,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,,2,1100 sq.ft.,Not Furnished,"Swimming Pool, Sauna, Parking, Security, Gymnasium, Barbeque area, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99809304,Putra Suria Residence,,RM 1 200 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,750 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Jogging Track, Security, Minimart, Gymnasium",,Kuala Lumpur
99824493,Maxim Residences,2017,RM 1 850 per month,Kuala Lumpur - Cheras,Service Residence,3,1,2,1050 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Security, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99664890,Vista Komanwel,,RM 1 800 per month,Kuala Lumpur - Bukit Jalil,Condominium,4,1,3,1400 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Security, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99814635,Maxim Residences,2017,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,3,2,2,1050 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium, Parking","Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
99844818,Legasi Kampong Bharu,2020,RM 3 000 per month,Kuala Lumpur - KL City,Apartment,3,1,2,950 sq.ft.,Partially Furnished,"Tennis Court, Lift, Squash Court, Parking, Security, Playground, Gymnasium, Minimart, Swimming Pool, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99931849,Ascenda Residences @ SkyArena Setapak,2017,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,850 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Jogging Track, Barbeque area, Parking, Security",,Kuala Lumpur
99932098,Majestic Maxim,2021,RM 1 600 per month,Kuala Lumpur - Cheras,Service Residence,3,,2,819 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Lift, Barbeque area, Security, Gymnasium, Jogging Track","Air-Cond, Near KTM/LRT",Kuala Lumpur
99931719,Villa Wangsamas,2010,RM 1 600 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,,3,1267 sq.ft.,Partially Furnished,"Swimming Pool, Security, Gymnasium, Parking, Minimart, Squash Court, Jogging Track, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99931774,Royal Regent (Sri Putramas 3),2013,RM 1 850 per month,Kuala Lumpur - Jalan Kuching,Condominium,2,1,2,875 sq.ft.,Fully Furnished,"Playground, Gymnasium, Sauna, Minimart, Tennis Court, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99931758,Lido Residency,2016,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,987 sq.ft.,Partially Furnished,"Security, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Lift, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
99931751,Medan Putra Condominium,,RM 1 450 per month,Kuala Lumpur - Bandar Menjalara,Condominium,3,1,2,945 sq.ft.,Fully Furnished,"Playground, Parking, Security, Swimming Pool",,Kuala Lumpur
99931991,Kenari Court,,RM 1 200 per month,Kuala Lumpur - Ampang,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Security, Parking, Playground","Air-Cond, Near KTM/LRT",Kuala Lumpur
99931655,Seri Cendekia,,RM 1 280 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,960 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Security, Playground, Swimming Pool, Jogging Track, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
99931644,Nova II,,RM 1 300 per month,Kuala Lumpur - Segambut,Apartment,3,1,2,1224 sq.ft.,Partially Furnished,"Swimming Pool, Security, Parking, Playground, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
99931953,Bennington Residences @ SkyArena,2019,RM 1 999 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,,,Kuala Lumpur
99931948,Maxim Citilights,2017,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1,2,1246 sq.ft.,Not Furnished,"Multipurpose hall, Security, Swimming Pool, Minimart, Playground, Jogging Track, Parking",Cooking Allowed,Kuala Lumpur
99931317,Flat Taman Bukit Angkasa,,RM 1 300 per month,Kuala Lumpur - Bangsar South,Flat,3,,2,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99931667,Flat Pkns Au3,,RM 850 per month,Kuala Lumpur - Keramat,Flat,2,,1,550 sq.ft.,Not Furnished,,,Kuala Lumpur
99931271,G Residence @ Desa Pandan,2015,RM 2 100 per month,Kuala Lumpur - Desa Pandan,Condominium,2,2,2,1076 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium, Multipurpose hall",,Kuala Lumpur
99931604,OUG Parklane,,RM 1 600 per month,Kuala Lumpur - OUG,Condominium,3,1,2,950 sq.ft.,Fully Furnished,"Minimart, Playground, Security, Sauna, Parking, Swimming Pool, Squash Court, Lift","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
99931602,THE FENNEL AT SENTUL EAST,2017,RM 2 200 per month,Kuala Lumpur - Sentul,Condominium,2,1,2,900 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99931362,28 Boulevard,2019,RM 1 600 per month,Kuala Lumpur - Pandan Perdana,Condominium,1,1,1,500 sq.ft.,Fully Furnished,"Security, Squash Court, Jogging Track, Parking, Playground, Gymnasium, Lift, Minimart, Swimming Pool, Multipurpose hall, Club house, Tennis Court, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99931269,Pangsapuri Sri Penara,,RM 800 per month,Kuala Lumpur - Cheras,Flat,3,,2,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Multipurpose hall",Near KTM/LRT,Kuala Lumpur
99931168,mcity ,,RM 7 000 per month,Kuala Lumpur - Ampang,Service Residence,4,2,5,1804 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99847035,The Ooak (Kiara 163),2022,RM 3 500 per month,Kuala Lumpur - Mont Kiara,Service Residence,2,1,1,696 sq.ft.,Fully Furnished,"Playground, Minimart, Parking, Security, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
99847017,The Haute,2019,RM 2 500 per month,Kuala Lumpur - Keramat,Condominium,3,1,2,1100 sq.ft.,Fully Furnished,"Parking, Gymnasium, Swimming Pool, Security, Multipurpose hall",,Kuala Lumpur
99930608,Bayu Sentul Condominium,2015,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,3,,2,500 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",Kuala Lumpur
99930583,Seri Riana Residence,2016,RM 3 300 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1259 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Tennis Court, Squash Court, Swimming Pool, Club house, Security, Sauna, Parking, Playground, Jogging Track",Air-Cond,Kuala Lumpur
99930563,The Goodwood Residence,2023,RM 4 800 per month,Kuala Lumpur - Bangsar South,Service Residence,4,2,3,1184 sq.ft.,Fully Furnished,"Parking, Gymnasium, Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security, Lift, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99930541,Windsor Tower,2007,RM 1 400 per month,Kuala Lumpur - Sri Hartamas,Service Residence,1,,1,500 sq.ft.,Fully Furnished,"Jogging Track, Playground, Squash Court, Barbeque area, Parking, Security, Gymnasium, Sauna, Swimming Pool, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99930540,Lavile,2021,RM 2 000 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,750 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Security, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99930283,Putra Suria Residence,,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,750 sq.ft.,Partially Furnished,"Jogging Track, Parking, Gymnasium, Security, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99884538,Maxim Citilights,2017,RM 1 400 per month,Kuala Lumpur - Sentul,Service Residence,3,1,2,1009 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Security, Minimart, Jogging Track, Multipurpose hall, Parking, Lift, Gymnasium, Sauna","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99930214,Zen Suites @ Zetapark,,RM 1 600 per month,Kuala Lumpur - Setapak,Service Residence,1,2,1,54 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Sauna, Parking, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur
99930200,The Lumayan Apartment,,RM 1 200 per month,Kuala Lumpur - Cheras,Apartment,3,,2,853 sq.ft.,Not Furnished,"Swimming Pool, Security, Playground, Parking, Minimart",,Kuala Lumpur
99930166,Lakeville Residence,2017,RM 2 000 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium",,Kuala Lumpur
99930133,Ativo Suites @ Damansara Avenue,2021,RM 2 000 per month,Kuala Lumpur - Sri Damansara,Service Residence,1,1,1,499 sq.ft.,Fully Furnished,"Security, Playground, Minimart, Tennis Court, Squash Court, Lift, Sauna, Parking, Gymnasium, Swimming Pool, Club house",,Kuala Lumpur
99929639,Pangsapuri Sri Bandar,,RM 1 200 per month,Kuala Lumpur - Jalan Ipoh,Apartment,3,,2,938 sq.ft.,Partially Furnished,"Security, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99929625,Canopy hills,,RM 601 per month,Kuala Lumpur - Cheras,Condominium,2,1,1,590 sq.ft.,Not Furnished,"Parking, Lift, Swimming Pool, Playground, Security, Gymnasium, Sauna, Multipurpose hall, Jogging Track",Cooking Allowed,Kuala Lumpur
99929613,Pearl Suria,2016,RM 2 100 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99929810,Fortune Court (Kepong),,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,,2,900 sq.ft.,Not Furnished,"Squash Court, Swimming Pool, Sauna, Parking, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99845933,The Palladium,,RM 1 900 per month,Kuala Lumpur - Keramat,Condominium,3,1,2,907 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Parking, Security, Squash Court, Multipurpose hall, Playground",,Kuala Lumpur
99929766,The Mark,2015,RM 1 499 per month,Kuala Lumpur - Cheras,Condominium,1,2,1,618 sq.ft.,Fully Furnished,"Barbeque area, Security, Gymnasium, Sauna, Parking, Playground, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99929452,Residensi Seri Wahyu @ Jalan Kuching KL,,RM 1 100 per month,Kuala Lumpur - KL City,Apartment,3,,2,809 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Squash Court, Security, Gymnasium, Lift, Parking, Playground, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99929508,Miharja Apartment (LRT Maluri),,RM 1 450 per month,Kuala Lumpur - Cheras,Apartment,3,1,2,960 sq.ft.,Not Furnished,"Swimming Pool, Lift, Security, Playground, Parking","Near KTM/LRT, Air-Cond, Cooking Allowed",Kuala Lumpur
99929704,Platinum Splendor Residensi Semarak,2020,RM 1 800 per month,Kuala Lumpur - Keramat,Condominium,3,1,2,926 sq.ft.,Partially Furnished,"Minimart, Playground, Parking, Sauna, Lift, Security, Swimming Pool, Gymnasium, Tennis Court, Squash Court",,Kuala Lumpur
99812107,Lucentia Residence @ Bukit Bintang City Centre KL,2021,RM 4 500 per month,Kuala Lumpur - KLCC,Service Residence,2,1,2,859 sq.ft.,Fully Furnished,"Security, Lift, Barbeque area, Playground, Swimming Pool",,Kuala Lumpur
99929101,Pandan Jaya Apartment,,RM 1 000 per month,Kuala Lumpur - Pandan Jaya,Apartment,2,,1,650 sq.ft.,Not Furnished,,Near KTM/LRT,Kuala Lumpur
99929098,Lakeville Residence,2017,RM 1 850 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,975 sq.ft.,Fully Furnished,,,Kuala Lumpur
99929363,The Capers,,RM 2 400 per month,Kuala Lumpur - Sentul,Service Residence,2,2,2,999 sq.ft.,Fully Furnished,"Security, Playground, Jogging Track, Parking, Barbeque area, Sauna, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
99929346,Gurney Heights,,RM 1 400 per month,Kuala Lumpur - Keramat,Condominium,3,1,2,1000 sq.ft.,Partially Furnished,"Minimart, Barbeque area, Parking, Gymnasium, Security, Swimming Pool",,Kuala Lumpur
99929344,Nadi Bangsar Service Residence,,RM 4 500 per month,Kuala Lumpur - Bangsar,Service Residence,2,1,2,1098 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Lift, Parking, Minimart, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99929321,"SkyAwani 3 Residence, Setapak",2021,RM 1 800 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,900 sq.ft.,Fully Furnished,"Minimart, Sauna, Security, Lift, Jogging Track, Playground, Swimming Pool, Gymnasium, Tennis Court, Parking, Squash Court, Barbeque area",,Kuala Lumpur
98399335,Bayview Court Apartment,,RM 1 100 per month,Kuala Lumpur - Old Klang Road,Apartment,3,1,2,750 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99929298,PV9 Residences @ Taman Melati,2022,RM 2 200 per month,Kuala Lumpur - Setapak,Service Residence,3,,2,1000 sq.ft.,Not Furnished,"Lift, Parking, Security, Swimming Pool, Playground, Gymnasium",,Kuala Lumpur
98931297,KL Traders Square Residences,2019,RM 1 800 per month,Kuala Lumpur - Gombak,Service Residence,4,,2,918 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,Kuala Lumpur
99929072,Dua Menjalara,2016,RM 2 500 per month,Kuala Lumpur - Bandar Menjalara,Condominium,3,2,2,1358 sq.ft.,Partially Furnished,"Swimming Pool, Security, Sauna, Parking, Gymnasium, Lift, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99928612,Residensi KepongMas,2020,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,800 sq.ft.,Not Furnished,"Parking, Playground, Lift, Security","Air-Cond, Cooking Allowed",Kuala Lumpur
98262200,Taman Oug Parklane,,RM 1 500 per month,Kuala Lumpur - OUG,Apartment,3,1,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99928621,Flat Pandan Jaya,,RM 700 per month,Kuala Lumpur - Pandan Jaya,Flat,2,,1,650 sq.ft.,Not Furnished,,Near KTM/LRT,Kuala Lumpur
99928557,EcoSky Residence,,RM 1 800 per month,Kuala Lumpur - Jalan Ipoh,Condominium,2,1,2,906 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99928192,Vista Saujana,,RM 1 200 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,980 sq.ft.,Partially Furnished,"Security, Parking, Playground, Swimming Pool, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
99672536,M3 Residency,2017,RM 1 500 per month,Kuala Lumpur - Setapak,Service Residence,3,,2,930 sq.ft.,Partially Furnished,"Parking, Gymnasium, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Security, Minimart",,Kuala Lumpur
98467379,M Vertica,2023,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,2,2,3,850 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Tennis Court, Barbeque area, Multipurpose hall, Security, Lift, Jogging Track, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99928372,The Haute,2019,RM 1 500 per month,Kuala Lumpur - Keramat,Condominium,3,,2,1100 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium",,Kuala Lumpur
99928101,Platinum Splendor Residensi Semarak,,RM 1 204 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,923 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Cooking Allowed,Kuala Lumpur
99928159,Platinum Lake PV 21,,RM 1 200 per month,Kuala Lumpur - Setapak,Service Residence,2,1,2,900 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",,Kuala Lumpur
99928138,Seksyen 1 Wangsa Maju Flat,,RM 950 per month,Kuala Lumpur - Wangsa Maju,Flat,2,,1,580 sq.ft.,Not Furnished,Parking,Near KTM/LRT,Kuala Lumpur
99655595,Fortune Court (Kepong),,RM 1 300 per month,Kuala Lumpur - Kepong,Apartment,2,,2,980 sq.ft.,Fully Furnished,"Sauna, Parking, Swimming Pool, Jogging Track, Squash Court","Air-Cond, Washing Machine",Kuala Lumpur
99928278,Residensi KepongMas,2020,RM 1 100 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,800 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track",Cooking Allowed,Kuala Lumpur
99928034,Desa Satu,,RM 850 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,655 sq.ft.,Partially Furnished,"Parking, Lift, Security",,Kuala Lumpur
99928260,PV18 Residence,,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,2,1,3,926 sq.ft.,Partially Furnished,,,Kuala Lumpur
99484095,Legend Height,,RM 1 800 per month,Kuala Lumpur - Segambut,Service Residence,3,2,2,1050 sq.ft.,Partially Furnished,"Security, Playground, Parking, Gymnasium, Multipurpose hall, Lift, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
99927755,PV9 Residences @ Taman Melati,2022,RM 1 850 per month,Kuala Lumpur - Setapak,Service Residence,3,,2,1000 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Playground, Barbeque area, Lift, Minimart, Squash Court, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99927853,Anggun Residences,2018,RM 2 400 per month,Kuala Lumpur - KL City,Service Residence,1,,1,751 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Playground, Club house, Squash Court, Barbeque area, Swimming Pool, Minimart, Multipurpose hall, Sauna, Lift, Security, Parking, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99622111,G Residence @ Desa Pandan,2015,RM 2 200 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,2,2,1087 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
99602057,G Residence @ Desa Pandan,2015,RM 3 200 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,2,2,1410 sq.ft.,Fully Furnished,"Security, Multipurpose hall, Swimming Pool, Gymnasium, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99927960,Sky Meridien,,RM 2 700 per month,Kuala Lumpur - Sentul,Service Residence,2,1,2,980 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Near KTM/LRT, Washing Machine, Air-Cond, Cooking Allowed",Kuala Lumpur
99843837,Residency V,2017,RM 2 200 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,,2,814 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99927915,Binjai 8,2013,RM 2 800 per month,Kuala Lumpur - KLCC,Service Residence,1,,2,800 sq.ft.,Fully Furnished,"Playground, Tennis Court, Gymnasium, Jogging Track, Security, Minimart, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99927904,Central Residence @ Sg Besi,2015,RM 1 750 per month,Kuala Lumpur - Sungai Besi,Apartment,3,2,2,1089 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Sauna, Security, Gymnasium, Barbeque area, Multipurpose hall",,Kuala Lumpur
99538078,Pangsapuri Melur (Sentul),2006,RM 1 650 per month,Kuala Lumpur - Sentul,Apartment,3,1,2,1100 sq.ft.,Partially Furnished,,,Kuala Lumpur
98929699,Seasons Garden Residences @ Wangsa Maju,2017,RM 1 650 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,800 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Minimart, Parking, Multipurpose hall, Lift, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99927380,Monte Bayu,,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1134 sq.ft.,Not Furnished,"Playground, Swimming Pool, Tennis Court, Barbeque area, Parking, Security, Gymnasium",,Kuala Lumpur
99927586,The Ridge @ KL East,2020,RM 2 400 per month,Kuala Lumpur - Ampang,Service Residence,2,1,1,680 sq.ft.,Fully Furnished,"Jogging Track, Playground, Swimming Pool, Barbeque area, Security, Multipurpose hall, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
99927582,SkyMeridien Residences @ Sentul East,2022,RM 2 500 per month,Kuala Lumpur - Sentul,Service Residence,2,2,2,794 sq.ft.,Fully Furnished,"Parking, Multipurpose hall, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
98482181,Arte Plus Jalan Ampang,2018,RM 2 000 per month,Kuala Lumpur - Ampang,Service Residence,3,,2,950 sq.ft.,Fully Furnished,"Gymnasium, Parking, Playground, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99927264,10 Semantan,2006,RM 1 500 per month,Kuala Lumpur - Damansara Heights,Service Residence,1,,1,530 sq.ft.,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Sauna, Security, Minimart, Barbeque area",,Kuala Lumpur
98903346,Taman Batu Permai,,RM 700 per month,Kuala Lumpur - Jalan Ipoh,Apartment,2,,1,600 sq.ft.,Partially Furnished,,"Near KTM/LRT, Cooking Allowed",Kuala Lumpur
99927287,Dahlia Apartment (Ampang),,RM 1 000 per month,Kuala Lumpur - Ampang,Apartment,3,1,2,746 sq.ft.,Partially Furnished,"Minimart, Playground, Gymnasium, Swimming Pool, Tennis Court, Security, Barbeque area, Squash Court, Club house, Parking","Air-Cond, Cooking Allowed",Kuala Lumpur
99927479,Platinum Lake PV10,,RM 2 200 per month,Kuala Lumpur - Setapak,Condominium,4,,2,1272 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Club house, Parking, Squash Court, Security, Jogging Track, Minimart, Playground",,Kuala Lumpur
99927459,Platinum Splendor Residensi Semarak,2020,RM 1 500 per month,Kuala Lumpur - Keramat,Condominium,3,2,2,926 sq.ft.,Not Furnished,"Gymnasium, Lift, Sauna, Parking, Playground, Security, Swimming Pool, Tennis Court, Squash Court, Minimart",,Kuala Lumpur
99927433,Sofiya Residences,,RM 2 200 per month,Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,862 sq.ft.,Fully Furnished,"Playground, Security","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99927017,Panorama Residences (Sentul),2014,RM 1 650 per month,Kuala Lumpur - Sentul,Condominium,3,,2,1200 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Gymnasium, Multipurpose hall, Security, Tennis Court, Minimart","Cooking Allowed, Near KTM/LRT, Internet, Air-Cond, Washing Machine",Kuala Lumpur
99926865,Abadi Indah,,RM 1 050 per month,Kuala Lumpur - Taman Desa,Condominium,3,,2,830 sq.ft.,Partially Furnished,"Parking, Minimart, Squash Court, Tennis Court, Security, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
99627225,Setia SKY Residences,2011,RM 2 800 per month,Kuala Lumpur - KLCC,Condominium,2,1,2,990 sq.ft.,Fully Furnished,"Club house, Barbeque area, Gymnasium, Security, Playground, Swimming Pool, Parking, Minimart, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
99926860,Cerrado,,RM 1 600 per month,Kuala Lumpur - Sungai Besi,Condominium,2,2,1,656 sq.ft.,Partially Furnished,"Playground, Parking, Security",,Kuala Lumpur
99927090,Serini Melawati,2018,RM 2 000 per month,Kuala Lumpur - Taman Melawati,Service Residence,2,2,1,650 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Gymnasium, Security, Playground, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
97705286,,,RM 3 300 per month,Kuala Lumpur - Bukit Bintang,Condominium,2,1,2,1488 sq.ft.,Fully Furnished,"Parking, Squash Court, Swimming Pool, Tennis Court, Sauna, Security, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
97875587,,,RM 3 200 per month,Kuala Lumpur - Bangsar,Condominium,3,1,3,1650 sq.ft.,Fully Furnished,"Parking, Gymnasium, Tennis Court, Jogging Track, Security, Minimart, Playground, Barbeque area, Swimming Pool, Squash Court, Sauna",,Kuala Lumpur
